idx,relative_path_to_video,datasetID,subjectNr,start,end,label,class,subjects,trainTest
869,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,4428.0,4736.0,0,NoFall,single,TRAIN
870,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,4428.0,4736.0,0,NoFall,single,TRAIN
871,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,4765.0,5265.0,0,NoFall,single,TRAIN
872,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,4771.0,5271.0,0,NoFall,single,TEST
873,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,4742.0,5242.0,0,NoFall,single,TRAIN
874,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,4744.0,5244.0,0,NoFall,single,TRAIN
875,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,4754.0,5254.0,0,NoFall,single,TRAIN
876,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,4751.0,5251.0,0,NoFall,single,TEST
877,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,4745.0,5245.0,0,NoFall,single,TRAIN
878,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,4745.0,5245.0,0,NoFall,single,VALIDATION
879,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,5273.0,5398.0,0,NoFall,single,VALIDATION
880,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,5279.0,5404.0,0,NoFall,single,TEST
881,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,5250.0,5375.0,0,NoFall,single,TRAIN
882,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,5252.0,5377.0,0,NoFall,single,VALIDATION
883,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,5262.0,5387.0,0,NoFall,single,VALIDATION
884,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,5259.0,5384.0,0,NoFall,single,TEST
885,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,5253.0,5378.0,0,NoFall,single,VALIDATION
886,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,5253.0,5378.0,0,NoFall,single,TRAIN
887,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,5406.0,5606.0,0,NoFall,single,TRAIN
888,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,5412.0,5612.0,0,NoFall,single,TEST
889,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,5383.0,5583.0,0,NoFall,single,TRAIN
890,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,5385.0,5585.0,0,NoFall,single,TRAIN
891,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,5395.0,5595.0,0,NoFall,single,TRAIN
892,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,5392.0,5592.0,0,NoFall,single,TEST
893,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,5386.0,5586.0,0,NoFall,single,TRAIN
894,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,5386.0,5586.0,0,NoFall,single,TRAIN
895,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,5615.0,6115.0,0,NoFall,single,TRAIN
896,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,5621.0,6121.0,0,NoFall,single,TEST
897,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,5592.0,6092.0,0,NoFall,single,TRAIN
898,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,5594.0,6094.0,0,NoFall,single,VALIDATION
899,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,5604.0,6104.0,0,NoFall,single,TRAIN
900,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,5601.0,6101.0,0,NoFall,single,TEST
901,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,5595.0,6095.0,0,NoFall,single,TRAIN
902,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,5595.0,6095.0,0,NoFall,single,TRAIN
903,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,6123.0,6831.0,0,NoFall,single,TRAIN
904,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,6129.0,6837.0,0,NoFall,single,TEST
905,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,6100.0,6808.0,0,NoFall,single,VALIDATION
906,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,6102.0,6810.0,0,NoFall,single,TRAIN
907,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,6112.0,6820.0,0,NoFall,single,VALIDATION
908,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,6109.0,6817.0,0,NoFall,single,TEST
909,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,6103.0,6811.0,0,NoFall,single,TRAIN
910,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,6103.0,6811.0,0,NoFall,single,VALIDATION
911,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,6840.0,7440.0,0,NoFall,single,VALIDATION
912,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,6846.0,7446.0,0,NoFall,single,TEST
913,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,6817.0,7417.0,0,NoFall,single,TRAIN
914,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,6819.0,7419.0,0,NoFall,single,VALIDATION
915,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,6829.0,7429.0,0,NoFall,single,TRAIN
916,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,6826.0,7426.0,0,NoFall,single,TEST
917,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,6820.0,7420.0,0,NoFall,single,TRAIN
918,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,6820.0,7420.0,0,NoFall,single,TRAIN
919,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,7448.0,7856.0,1,Forward Fall,single,TRAIN
920,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,7454.0,7862.0,1,Forward Fall,single,TEST
921,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,7425.0,7833.0,1,Forward Fall,single,TRAIN
922,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,7427.0,7835.0,1,Forward Fall,single,TRAIN
923,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,7437.0,7845.0,1,Forward Fall,single,TRAIN
924,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,7434.0,7842.0,1,Forward Fall,single,TEST
925,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,7428.0,7836.0,1,Forward Fall,single,TRAIN
926,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,7428.0,7836.0,1,Forward Fall,single,VALIDATION
927,Multiple_Cameras_Fall/dataset/chute16/cam1.avi,7,31,7865.0,8356.0,0,NoFall,multiple,TRAIN
928,Multiple_Cameras_Fall/dataset/chute16/cam2.avi,7,31,7871.0,8362.0,0,NoFall,multiple,TEST
929,Multiple_Cameras_Fall/dataset/chute16/cam3.avi,7,31,7842.0,8333.0,0,NoFall,multiple,TRAIN
930,Multiple_Cameras_Fall/dataset/chute16/cam4.avi,7,31,7844.0,8335.0,0,NoFall,multiple,TRAIN
931,Multiple_Cameras_Fall/dataset/chute16/cam5.avi,7,31,7854.0,8345.0,0,NoFall,multiple,TRAIN
932,Multiple_Cameras_Fall/dataset/chute16/cam6.avi,7,31,7851.0,8342.0,0,NoFall,multiple,TEST
933,Multiple_Cameras_Fall/dataset/chute16/cam7.avi,7,31,7845.0,8336.0,0,NoFall,multiple,TRAIN
934,Multiple_Cameras_Fall/dataset/chute16/cam8.avi,7,31,7845.0,8336.0,0,NoFall,multiple,TRAIN
935,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,2113.0,2646.0,0,NoFall,single,TRAIN
936,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,2118.0,2651.0,0,NoFall,single,TEST
937,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,2107.0,2640.0,0,NoFall,single,TRAIN
938,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,2092.0,2625.0,0,NoFall,single,TRAIN
939,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,2102.0,2635.0,0,NoFall,single,VALIDATION
940,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,2092.0,2625.0,0,NoFall,single,TEST
941,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,2121.0,2654.0,0,NoFall,single,TRAIN
942,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,2110.0,2643.0,0,NoFall,single,TRAIN
943,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,2654.0,2854.0,0,NoFall,single,TRAIN
944,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,2659.0,2859.0,0,NoFall,single,TEST
945,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,2648.0,2848.0,0,NoFall,single,TRAIN
946,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,2633.0,2833.0,0,NoFall,single,TRAIN
947,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,2643.0,2843.0,0,NoFall,single,TRAIN
948,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,2633.0,2833.0,0,NoFall,single,TEST
949,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,2662.0,2862.0,0,NoFall,single,VALIDATION
950,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,2651.0,2851.0,0,NoFall,single,TRAIN
951,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,2863.0,3029.0,0,NoFall,single,TRAIN
952,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,2868.0,3034.0,0,NoFall,single,TEST
953,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,2857.0,3023.0,0,NoFall,single,TRAIN
954,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,2842.0,3008.0,0,NoFall,single,TRAIN
955,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,2852.0,3018.0,0,NoFall,single,VALIDATION
956,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,2842.0,3008.0,0,NoFall,single,TEST
957,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,2871.0,3037.0,0,NoFall,single,VALIDATION
958,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,2860.0,3026.0,0,NoFall,single,TRAIN
959,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,3038.0,3254.0,0,NoFall,single,TRAIN
960,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,3043.0,3259.0,0,NoFall,single,TEST
961,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,3032.0,3248.0,0,NoFall,single,TRAIN
962,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,3017.0,3233.0,0,NoFall,single,TRAIN
963,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,3027.0,3243.0,0,NoFall,single,TRAIN
964,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,3017.0,3233.0,0,NoFall,single,TEST
965,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,3046.0,3262.0,0,NoFall,single,TRAIN
966,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,3035.0,3251.0,0,NoFall,single,TRAIN
967,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,3263.0,3438.0,0,NoFall,single,TRAIN
968,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,3268.0,3443.0,0,NoFall,single,TEST
969,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,3257.0,3432.0,0,NoFall,single,TRAIN
970,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,3242.0,3417.0,0,NoFall,single,TRAIN
971,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,3252.0,3427.0,0,NoFall,single,TRAIN
972,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,3242.0,3417.0,0,NoFall,single,TEST
973,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,3271.0,3446.0,0,NoFall,single,TRAIN
974,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,3260.0,3435.0,0,NoFall,single,TRAIN
975,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,3446.0,3604.0,0,NoFall,single,TRAIN
976,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,3451.0,3609.0,0,NoFall,single,TEST
977,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,3440.0,3598.0,0,NoFall,single,TRAIN
978,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,3425.0,3583.0,0,NoFall,single,TRAIN
979,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,3435.0,3593.0,0,NoFall,single,TRAIN
980,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,3425.0,3583.0,0,NoFall,single,TEST
981,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,3454.0,3612.0,0,NoFall,single,VALIDATION
982,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,3443.0,3601.0,0,NoFall,single,TRAIN
983,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,3613.0,3854.0,0,NoFall,single,TRAIN
984,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,3618.0,3859.0,0,NoFall,single,TEST
985,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,3607.0,3848.0,0,NoFall,single,TRAIN
986,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,3592.0,3833.0,0,NoFall,single,VALIDATION
987,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,3602.0,3843.0,0,NoFall,single,VALIDATION
988,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,3592.0,3833.0,0,NoFall,single,TEST
989,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,3621.0,3862.0,0,NoFall,single,TRAIN
990,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,3610.0,3851.0,0,NoFall,single,TRAIN
991,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,3863.0,4446.0,0,NoFall,single,TRAIN
992,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,3868.0,4451.0,0,NoFall,single,TEST
993,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,3857.0,4440.0,0,NoFall,single,VALIDATION
994,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,3842.0,4425.0,0,NoFall,single,TRAIN
995,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,3852.0,4435.0,0,NoFall,single,TRAIN
996,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,3842.0,4425.0,0,NoFall,single,TEST
997,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,3871.0,4454.0,0,NoFall,single,VALIDATION
998,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,3860.0,4443.0,0,NoFall,single,TRAIN
999,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,4454.0,5188.0,0,NoFall,single,TRAIN
1000,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,4459.0,5193.0,0,NoFall,single,TEST
1001,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,4448.0,5182.0,0,NoFall,single,TRAIN
1002,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,4433.0,5167.0,0,NoFall,single,TRAIN
1003,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,4443.0,5177.0,0,NoFall,single,TRAIN
1004,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,4433.0,5167.0,0,NoFall,single,TEST
1005,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,4462.0,5196.0,0,NoFall,single,TRAIN
1006,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,4451.0,5185.0,0,NoFall,single,TRAIN
1007,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,5196.0,6096.0,0,NoFall,single,VALIDATION
1008,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,5201.0,6101.0,0,NoFall,single,TEST
1009,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,5190.0,6090.0,0,NoFall,single,VALIDATION
1010,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,5175.0,6075.0,0,NoFall,single,TRAIN
1011,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,5185.0,6085.0,0,NoFall,single,VALIDATION
1012,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,5175.0,6075.0,0,NoFall,single,TEST
1013,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,5204.0,6104.0,0,NoFall,single,TRAIN
1014,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,5193.0,6093.0,0,NoFall,single,TRAIN
1015,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,6104.0,6438.0,1,Forward Fall,single,TRAIN
1016,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,6109.0,6443.0,1,Forward Fall,single,TEST
1017,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,6098.0,6432.0,1,Forward Fall,single,VALIDATION
1018,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,6083.0,6417.0,1,Forward Fall,single,TRAIN
1019,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,6093.0,6427.0,1,Forward Fall,single,TRAIN
1020,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,6083.0,6417.0,1,Forward Fall,single,TEST
1021,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,6112.0,6446.0,1,Forward Fall,single,TRAIN
1022,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,6101.0,6435.0,1,Forward Fall,single,VALIDATION
1023,Multiple_Cameras_Fall/dataset/chute17/cam1.avi,7,32,6446.0,7188.0,0,NoFall,multiple,VALIDATION
1024,Multiple_Cameras_Fall/dataset/chute17/cam2.avi,7,32,6451.0,7193.0,0,NoFall,multiple,TEST
1025,Multiple_Cameras_Fall/dataset/chute17/cam3.avi,7,32,6440.0,7182.0,0,NoFall,multiple,TRAIN
1026,Multiple_Cameras_Fall/dataset/chute17/cam4.avi,7,32,6425.0,7167.0,0,NoFall,multiple,VALIDATION
1027,Multiple_Cameras_Fall/dataset/chute17/cam5.avi,7,32,6435.0,7177.0,0,NoFall,multiple,VALIDATION
1028,Multiple_Cameras_Fall/dataset/chute17/cam6.avi,7,32,6425.0,7167.0,0,NoFall,multiple,TEST
1029,Multiple_Cameras_Fall/dataset/chute17/cam7.avi,7,32,6454.0,7196.0,0,NoFall,multiple,TRAIN
1030,Multiple_Cameras_Fall/dataset/chute17/cam8.avi,7,32,6443.0,7185.0,0,NoFall,multiple,TRAIN
1031,Multiple_Cameras_Fall/dataset/chute18/cam1.avi,7,33,2607.0,3249.0,0,NoFall,single,TRAIN
1032,Multiple_Cameras_Fall/dataset/chute18/cam2.avi,7,33,2613.0,3255.0,0,NoFall,single,TEST
1033,Multiple_Cameras_Fall/dataset/chute18/cam3.avi,7,33,2594.0,3236.0,0,NoFall,single,TRAIN
1034,Multiple_Cameras_Fall/dataset/chute18/cam4.avi,7,33,2508.0,3150.0,0,NoFall,single,TRAIN
1035,Multiple_Cameras_Fall/dataset/chute18/cam5.avi,7,33,2592.0,3234.0,0,NoFall,single,TRAIN
1036,Multiple_Cameras_Fall/dataset/chute18/cam6.avi,7,33,2616.0,3258.0,0,NoFall,single,TEST
1037,Multiple_Cameras_Fall/dataset/chute18/cam7.avi,7,33,2617.0,3259.0,0,NoFall,single,TRAIN
1038,Multiple_Cameras_Fall/dataset/chute18/cam8.avi,7,33,2585.0,3227.0,0,NoFall,single,TRAIN
1039,Multiple_Cameras_Fall/dataset/chute18/cam1.avi,7,33,3257.0,3682.0,0,NoFall,single,TRAIN
1040,Multiple_Cameras_Fall/dataset/chute18/cam2.avi,7,33,3263.0,3688.0,0,NoFall,single,TEST
1041,Multiple_Cameras_Fall/dataset/chute18/cam3.avi,7,33,3244.0,3669.0,0,NoFall,single,VALIDATION
1042,Multiple_Cameras_Fall/dataset/chute18/cam4.avi,7,33,3158.0,3583.0,0,NoFall,single,TRAIN
1043,Multiple_Cameras_Fall/dataset/chute18/cam5.avi,7,33,3242.0,3667.0,0,NoFall,single,TRAIN
1044,Multiple_Cameras_Fall/dataset/chute18/cam6.avi,7,33,3266.0,3691.0,0,NoFall,single,TEST
1045,Multiple_Cameras_Fall/dataset/chute18/cam7.avi,7,33,3267.0,3692.0,0,NoFall,single,VALIDATION
1046,Multiple_Cameras_Fall/dataset/chute18/cam8.avi,7,33,3235.0,3660.0,0,NoFall,single,VALIDATION
1047,Multiple_Cameras_Fall/dataset/chute18/cam1.avi,7,33,3691.0,4516.0,0,NoFall,single,TRAIN
1048,Multiple_Cameras_Fall/dataset/chute18/cam2.avi,7,33,3697.0,4522.0,0,NoFall,single,TEST
1049,Multiple_Cameras_Fall/dataset/chute18/cam3.avi,7,33,3678.0,4503.0,0,NoFall,single,VALIDATION
1050,Multiple_Cameras_Fall/dataset/chute18/cam4.avi,7,33,3592.0,4417.0,0,NoFall,single,VALIDATION
1051,Multiple_Cameras_Fall/dataset/chute18/cam5.avi,7,33,3676.0,4501.0,0,NoFall,single,TRAIN
1052,Multiple_Cameras_Fall/dataset/chute18/cam6.avi,7,33,3700.0,4525.0,0,NoFall,single,TEST
1053,Multiple_Cameras_Fall/dataset/chute18/cam7.avi,7,33,3701.0,4526.0,0,NoFall,single,VALIDATION
1054,Multiple_Cameras_Fall/dataset/chute18/cam8.avi,7,33,3669.0,4494.0,0,NoFall,single,TRAIN
1055,Multiple_Cameras_Fall/dataset/chute18/cam1.avi,7,33,4524.0,4849.0,0,NoFall,single,TRAIN
1056,Multiple_Cameras_Fall/dataset/chute18/cam2.avi,7,33,4530.0,4855.0,0,NoFall,single,TEST
1057,Multiple_Cameras_Fall/dataset/chute18/cam3.avi,7,33,4511.0,4836.0,0,NoFall,single,TRAIN
1058,Multiple_Cameras_Fall/dataset/chute18/cam4.avi,7,33,4425.0,4750.0,0,NoFall,single,TRAIN
1059,Multiple_Cameras_Fall/dataset/chute18/cam5.avi,7,33,4509.0,4834.0,0,NoFall,single,VALIDATION
1060,Multiple_Cameras_Fall/dataset/chute18/cam6.avi,7,33,4533.0,4858.0,0,NoFall,single,TEST
1061,Multiple_Cameras_Fall/dataset/chute18/cam7.avi,7,33,4534.0,4859.0,0,NoFall,single,TRAIN
1062,Multiple_Cameras_Fall/dataset/chute18/cam8.avi,7,33,4502.0,4827.0,0,NoFall,single,TRAIN
1063,Multiple_Cameras_Fall/dataset/chute18/cam1.avi,7,33,4857.0,5107.0,1,Forward Fall,single,TRAIN
1064,Multiple_Cameras_Fall/dataset/chute18/cam2.avi,7,33,4863.0,5113.0,1,Forward Fall,single,TEST
1065,Multiple_Cameras_Fall/dataset/chute18/cam3.avi,7,33,4844.0,5094.0,1,Forward Fall,single,VALIDATION
1066,Multiple_Cameras_Fall/dataset/chute18/cam4.avi,7,33,4758.0,5008.0,1,Forward Fall,single,TRAIN
1067,Multiple_Cameras_Fall/dataset/chute18/cam5.avi,7,33,4842.0,5092.0,1,Forward Fall,single,TRAIN
1068,Multiple_Cameras_Fall/dataset/chute18/cam6.avi,7,33,4866.0,5116.0,1,Forward Fall,single,TEST
1069,Multiple_Cameras_Fall/dataset/chute18/cam7.avi,7,33,4867.0,5117.0,1,Forward Fall,single,TRAIN
1070,Multiple_Cameras_Fall/dataset/chute18/cam8.avi,7,33,4835.0,5085.0,1,Forward Fall,single,TRAIN
1071,Multiple_Cameras_Fall/dataset/chute18/cam1.avi,7,33,5116.0,6266.0,0,NoFall,multiple,VALIDATION
1072,Multiple_Cameras_Fall/dataset/chute18/cam2.avi,7,33,5122.0,6272.0,0,NoFall,multiple,TEST
1073,Multiple_Cameras_Fall/dataset/chute18/cam3.avi,7,33,5103.0,6253.0,0,NoFall,multiple,TRAIN
1074,Multiple_Cameras_Fall/dataset/chute18/cam4.avi,7,33,5017.0,6167.0,0,NoFall,multiple,VALIDATION
1075,Multiple_Cameras_Fall/dataset/chute18/cam5.avi,7,33,5101.0,6251.0,0,NoFall,multiple,TRAIN
1076,Multiple_Cameras_Fall/dataset/chute18/cam6.avi,7,33,5125.0,6275.0,0,NoFall,multiple,TEST
1077,Multiple_Cameras_Fall/dataset/chute18/cam7.avi,7,33,5126.0,6276.0,0,NoFall,multiple,VALIDATION
1078,Multiple_Cameras_Fall/dataset/chute18/cam8.avi,7,33,5094.0,6244.0,0,NoFall,multiple,TRAIN
1079,Multiple_Cameras_Fall/dataset/chute19/cam1.avi,7,34,2144.0,4169.0,0,NoFall,single,TRAIN
1080,Multiple_Cameras_Fall/dataset/chute19/cam2.avi,7,34,2152.0,4177.0,0,NoFall,single,TEST
1081,Multiple_Cameras_Fall/dataset/chute19/cam3.avi,7,34,2141.0,4166.0,0,NoFall,single,TRAIN
1082,Multiple_Cameras_Fall/dataset/chute19/cam4.avi,7,34,2144.0,4169.0,0,NoFall,single,VALIDATION
1083,Multiple_Cameras_Fall/dataset/chute19/cam5.avi,7,34,2130.0,4155.0,0,NoFall,single,VALIDATION
1084,Multiple_Cameras_Fall/dataset/chute19/cam6.avi,7,34,2154.0,4179.0,0,NoFall,single,TEST
1085,Multiple_Cameras_Fall/dataset/chute19/cam7.avi,7,34,2125.0,4150.0,0,NoFall,single,TRAIN
1086,Multiple_Cameras_Fall/dataset/chute19/cam8.avi,7,34,2145.0,4170.0,0,NoFall,single,TRAIN
1087,Multiple_Cameras_Fall/dataset/chute19/cam1.avi,7,34,4177.0,5019.0,3,Side Fall,single,VALIDATION
1088,Multiple_Cameras_Fall/dataset/chute19/cam2.avi,7,34,4185.0,5027.0,3,Side Fall,single,TEST
1089,Multiple_Cameras_Fall/dataset/chute19/cam3.avi,7,34,4174.0,5016.0,3,Side Fall,single,TRAIN
1090,Multiple_Cameras_Fall/dataset/chute19/cam4.avi,7,34,4177.0,5019.0,3,Side Fall,single,VALIDATION
1091,Multiple_Cameras_Fall/dataset/chute19/cam5.avi,7,34,4163.0,5005.0,3,Side Fall,single,TRAIN
1092,Multiple_Cameras_Fall/dataset/chute19/cam6.avi,7,34,4187.0,5029.0,3,Side Fall,single,TEST
1093,Multiple_Cameras_Fall/dataset/chute19/cam7.avi,7,34,4158.0,5000.0,3,Side Fall,single,TRAIN
1094,Multiple_Cameras_Fall/dataset/chute19/cam8.avi,7,34,4178.0,5020.0,3,Side Fall,single,TRAIN
1095,Multiple_Cameras_Fall/dataset/chute19/cam1.avi,7,34,5027.0,6436.0,0,NoFall,multiple,TRAIN
1096,Multiple_Cameras_Fall/dataset/chute19/cam2.avi,7,34,5035.0,6444.0,0,NoFall,multiple,TEST
1097,Multiple_Cameras_Fall/dataset/chute19/cam3.avi,7,34,5024.0,6433.0,0,NoFall,multiple,VALIDATION
1098,Multiple_Cameras_Fall/dataset/chute19/cam4.avi,7,34,5027.0,6436.0,0,NoFall,multiple,TRAIN
